"","satisfaction","issue","gender","education","age","income","franco","CITY","PCODE","im_many","im_ref","im_val","im_econ","similar","party","nafta","us_view","province","year","CSD","Year","Total_Trade_Exposure","Total_Employment","nafta_raw","nafta_pro","per_us_ex","QC","econ_sat","ideology_index","CD","economic_left_right"
"119",1,"Poverty/hunger/homelessness",0,"High school and above",4,"Low income",0,"INGERSOLL","N5C1M2",2,2,2,3,2,NA,3,3,"ON","2017","3532018","2017",0.00614838284725512,826,3,NA,0.614838284725512,0,1,2,NA,NA
"120",0,"Aboriginal Issues",0,"University and above",1,"Median income",0,"Montreal","",1,1,1,4,2,NA,2,4,"QC","2017","",NA,NA,NA,2,0,NA,1,NA,1,NA,NA
"121",0,"Health-care",0,"High school and above",4,"Median income",0,"CAPREOL","P0M1H0",3,3,4,2,1,NA,2,2,"ON","2017","3553005","2017",0.00128548690366428,23125,2,0,0.128548690366428,0,NA,3.33333333333333,NA,NA
"122",1,"Health-care",1,"High school and above",4,"Low income",0,"CRANBROOK","V1C2A5",2,2.5,1,4,1,NA,NA,3,"BC","2017","5901022","2017",0.00150180603213017,3000,NA,NA,0.150180603213017,0,1,1.83333333333333,NA,NA
"123",0,"Economy/interest rates/Recession",1,"Less than high school",3,"High income",0,"DRUMHELLER","T0J0Y0",3,3,4,3,3,NA,2,1,"AB","2017","4805012","2017",0.00473826344584624,1210,2,0,0.473826344584624,0,NA,3.33333333333333,NA,NA
"124",0,"Poor government/leadership",1,"High school and above",4,"Low income",1,"SHAWINIGAN","G9N7L6",2,3,3,2,3,NA,2,3,"QC","2017","2436033","2017",0.00283685955684355,5656,2,0,0.283685955684355,1,NA,2.66666666666667,NA,NA
"125",1,"Moral Isues",1,"University and above",3,"Median income",1,"GRANBY","J2G8X8",2,3,3,3,3,NA,2,2,"QC","2017","2447017","2017",0.00331488412659417,11175,2,0,0.331488412659417,1,1,2.66666666666667,NA,NA
"126",1,"Unemployment",1,"High school and above",3,"Low income",1,"GATINEAU","J8M2G6",1,2,2,3,1,NA,1,3,"QC","2017","2481017","2017",0.000908471901829058,32928,1,1,0.0908471901829058,1,1,1.66666666666667,NA,NA
"127",NA,"Economy/interest rates/Recession",1,"University and above",4,"Low income",0,"PETERBOROUGH","K9J5T3",1,1,3,3,2,NA,1,3,"ON","2017","3515014","2017",0.00143359162812769,7746,1,1,0.143359162812769,0,NA,1.66666666666667,NA,NA
"128",NA,"Health-care",0,"University and above",3,"Low income",1,"QUBEC","G1J",2,3,3,2,3,NA,NA,2,"QC","2017","2423027","2017",0.000955383620640716,103260,NA,NA,0.0955383620640716,1,NA,2.66666666666667,NA,NA
"129",1,"Education Issues",0,"University and above",4,"Median income",1,"SAINT-GEORGES-EST","G5Y5C2",2,2,3,3,2,NA,1,3,"QC","2017","2429073","2017",0.00220886823564513,5368,1,1,0.220886823564513,1,1,2.33333333333333,NA,NA
"130",0,"Immigration/refugees/racial issues",0,"High school and above",4,"Low income",0,"LOGAN LAKE","V0K1W0",4,4,4,1,2,NA,2,1,"BC","2017","5933035","2017",0.00117991854375931,92,2,0,0.117991854375931,0,NA,4,NA,NA
"131",1,"Unemployment",0,"University and above",3,"Median income",0,"NEWMARKET","L3X2T6",1,1,2,4,2,NA,1,3,"ON","2017","3519048","2017",0.00189502538229823,16850,1,1,0.189502538229823,0,1,1.33333333333333,NA,NA
"132",0,"Economy/interest rates/Recession",0,"High school and above",4,"Low income",1,"SAINT-JEROME","J7Z6T4",4,2,2,2,3,NA,1,2,"QC","2017","2475017","2017",0.00241552252136154,7014,1,1,0.241552252136154,1,NA,2.66666666666667,NA,NA
"133",1,"Deficit/public debt",0,"High school and above",4,"High income",0,"BINBROOK","L0R1C0",3,2.5,3,2,2,NA,2,2,"ON","2017","3525005","2017",0.000998837746640691,132176,2,0,0.0998837746640691,0,1,2.83333333333333,NA,NA
"134",1,"Health-care",0,"High school and above",4,"Low income",0,"LETHBRIDGE","T1K1R6",1,2,1,4,3,NA,1,4,"AB","2017","4802012","2017",0.00114061867455146,22974,1,1,0.114061867455146,0,1,1.33333333333333,NA,NA
"135",0,"Poor government/leadership",1,"University and above",4,"Median income",0,"OWEN SOUND","N4K6B6",4,4,4,1,1,NA,NA,4,"ON","2017","3542059","2017",0.000923482151629588,1792,NA,NA,0.0923482151629588,0,NA,4,NA,NA
"136",1,"Economy/interest rates/Recession",0,"University and above",3,NA,0,"THORNHILL","L4J9C4",2,3,3,3,3,NA,1,2,"ON","2017","3519028","2017",0.00120068193755865,98805,1,1,0.120068193755865,0,1,2.66666666666667,NA,NA
"137",0,"Unemployment",1,"University and above",3,"Median income",0,"SACKVILLE","E4L",2.5,4,NA,3,3,NA,3,4,"Atlantic","2017","1307004","2017",0.00966118072634767,192,3,NA,0.966118072634767,0,NA,3.25,NA,NA
"138",1,"Inflation/cost of living",1,"Less than high school",3,"Median income",0,"Toronto","",4,1,NA,1,1,NA,2,4,"ON","2017","",NA,NA,NA,2,0,NA,0,1,2.5,NA,NA
"139",1,"Taxes",0,"High school and above",2,"Low income",0,"OAKVILLE","L6H1H5",1,3,2,3,1,NA,3,2,"ON","2017","3524001","2017",0.00100498577393168,19990,3,NA,0.100498577393168,0,1,2,NA,NA
"140",1,"Immigration/refugees/racial issues",0,"University and above",3,"High income",0,"GATINEAU","J9J3H2",1,3,1,4,1,NA,1,2,"QC","2017","2481017","2017",0.000908471901829058,32928,1,1,0.0908471901829058,1,1,1.66666666666667,NA,NA
"141",1,"Immigration/refugees/racial issues",1,"High school and above",1,"High income",0,"Toronto","",1,3,1,4,3,NA,1,4,"ON","2017","",NA,NA,NA,1,1,NA,0,1,1.66666666666667,NA,NA
"142",1,"Immigration/refugees/racial issues",0,"High school and above",4,"Median income",0,"KIRKFIELD","K0M2B0",4,2,3,3,3,NA,2,3,"ON","2017","3516010","2017",0.00171038775004937,10890,2,0,0.171038775004937,0,1,3,NA,NA
"143",1,"Health-care",1,"High school and above",2,"Low income",1,"SAINT-ANACLET","G0K1H0",1,2,2,3,3,NA,3,3,"QC","2017","2410030","2017",0.00444993539088687,240,3,NA,0.444993539088687,1,1,1.66666666666667,NA,NA
"144",0,"Economy/interest rates/Recession",0,"University and above",4,NA,0,"WINCHESTER","K0C2K0",NA,4,4,3,3,NA,2,2,"ON","2017","3501030","2017",0.00343928555963905,1712,2,0,0.343928555963905,0,NA,4,NA,NA
"145",NA,"Economy/interest rates/Recession",0,"University and above",4,"Median income",0,"PENTICTON","V2A3C7",1,1,2,4,2,NA,1,3,"BC","2017","5907041","2017",0.00161150337442402,8995,1,1,0.161150337442402,0,NA,1.33333333333333,NA,NA
"146",1,"Deficit/public debt",1,"High school and above",3,"High income",0,"ORLANS","K1E2W7",1,1,2,3,3,NA,1,2,"ON","2017","3506008","2017",0.000492667934795515,222593,1,1,0.0492667934795515,0,1,1.33333333333333,NA,NA
"147",0,"Inflation/cost of living",1,"High school and above",4,"Low income",0,"LONDON","N6K4R8",4,4,4,1,1,NA,2,4,"ON","2017","3539036","2017",0.000810814281382892,86884,2,0,0.0810814281382892,0,NA,4,NA,NA
"148",1,"Personal finances",0,"High school and above",4,NA,1,"BROSSARD","J4Z2H5",1,3,2,3,2,NA,1,4,"QC","2017","2458007","2017",0.00098706247142031,12776,1,1,0.098706247142031,1,1,2,NA,NA
"149",1,"Economy/interest rates/Recession",1,"High school and above",4,"Median income",1,"MONTRAL","H1Y3E9",4,4,4,4,1,NA,2,1,"QC","2017","2466023","2017",0.000698237313772013,409423,2,0,0.0698237313772013,1,1,4,NA,NA
"150",0,"Taxes",1,"High school and above",2,NA,0,"BLIND RIVER","P0R1B0",3,3,3,1,1,NA,1,4,"ON","2017","3557038","2017",0.0029407741431534,230,1,1,0.29407741431534,0,NA,3,NA,NA
"151",1,"Taxes",0,"University and above",1,"Low income",1,"Montreal","",1,3,2,4,3,NA,1,2,"QC","2017","",NA,NA,NA,1,1,NA,1,1,2,NA,NA
"152",0,"Social issues/cuts to social programs/social safety net",0,"Less than high school",4,"Low income",1,"TROIS-RIVIERES","G8T1Z6",4,NA,4,1,99,NA,2,4,"QC","2017","2437067","2017",0.00140476093816556,20280,2,0,0.140476093816556,1,NA,4,NA,NA
"153",1,"Poor government/leadership",1,"High school and above",4,"Low income",1,"DRUMMONDVILLE","J2B4T5",3,3,3,3,3,NA,1,3,"QC","2017","2449058","2017",0.00290416073195266,15222,1,1,0.290416073195266,1,1,3,NA,NA
"154",1,"Deficit/public debt",1,"High school and above",4,"Low income",0,"KINSAC","B4G1C8",2,2,2,3,3,NA,1,2,"Atlantic","2017","1209034","2017",0.000781827778883581,85956,1,1,0.0781827778883581,0,1,2,NA,NA
"155",1,"Health-care",1,"High school and above",3,NA,1,"MONTRAL","H1A",3,3,4,2,3,NA,1,3,"QC","2017","2466023","2017",0.000698237313772013,409423,1,1,0.0698237313772013,1,1,3.33333333333333,NA,NA
"156",0,"Other",1,"High school and above",4,"Median income",1,"SAINT-PIERRE-LES-BECQUETS","G0X2Z0",2,3,4,3,3,NA,1,3,"QC","2017","2438065","2017",0.00757260646941052,123,1,1,0.757260646941052,1,NA,3,NA,NA
"157",0,"Health-care",0,"High school and above",4,"Low income",1,"SAINT-JEROME","J7Y3Z7",1,2,3,3,1,NA,2,3,"QC","2017","2475017","2017",0.00241552252136154,7014,2,0,0.241552252136154,1,NA,2,NA,NA
"158",1,"Terrorism/Security",1,"University and above",3,"Low income",1,"MONTRAL","H4L",1,1,1,4,3,NA,1,4,"QC","2017","2466023","2017",0.000698237313772013,409423,1,1,0.0698237313772013,1,1,1,NA,NA
"159",1,"Health-care",0,"Less than high school",4,"Low income",1,"LAC-A-LA-TORTUE","G0X1L0",4,4,4,4,3,NA,2,3,"QC","2017","2436033","2017",0.00283685955684355,5656,2,0,0.283685955684355,1,1,4,NA,NA
"160",1,"DK/NA",0,"Less than high school",4,"Low income",0,"Nanaimo","",3,1,2,3,3,NA,NA,2,"BC","2017","",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA
"161",1,"Environment/pollution/climate change",0,"High school and above",3,"High income",1,"SHERBROOKE","J1R0C4",3,2,4,4,3,NA,3,3,"QC","2017","2443027","2017",0.00203140357393072,31002,3,NA,0.203140357393072,1,1,3,NA,NA
"162",0,"Taxes",1,"Less than high school",4,"Low income",1,"QUBEC","G3K1G5",2,3,4,3,3,NA,2,2,"QC","2017","2423027","2017",0.000955383620640716,103260,2,0,0.0955383620640716,1,NA,3,NA,NA
"163",1,"Inflation/cost of living",0,"High school and above",3,"Low income",0,"ST THOMAS","N5R5P3",2,3,3,3,1,NA,1,3,"ON","2017","3534021","2017",0.00233198654203029,6822,1,1,0.233198654203029,0,1,2.66666666666667,NA,NA
"164",0,"Health-care",0,"High school and above",4,"Low income",1,"PLESSISVILLE","G6L2Y2",4,NA,2,3,3,NA,1,3,"QC","2017","2432045","2017",0.00524046112312098,282,1,1,0.524046112312099,1,NA,3,NA,NA
"165",0,"Unemployment",0,"High school and above",4,"Low income",1,"FORESTVILLE","G0T1E0",2,1,4,3,2,NA,1,4,"QC","2017","2495045","2017",0.00230434996180186,226,1,1,0.230434996180186,1,NA,2.33333333333333,NA,NA
"166",1,"Unemployment",0,"High school and above",4,"Low income",0,"THEDFORD","N0M2N0",1,2,3,4,2,NA,1,3,"ON","2017","3538040","2017",0.00294703457328105,3060,1,1,0.294703457328105,0,1,2,NA,NA
"167",1,"DK/NA",0,"Less than high school",4,"Low income",1,"CHAPAIS","G0W1H0",2,2,3,3,3,NA,2,3,"QC","2017","2499020","2017",0.0038936532483852,189,2,0,0.38936532483852,1,1,2.33333333333333,NA,NA
"168",1,"Immigration/refugees/racial issues",1,"High school and above",1,"High income",0,"Calgary","",3,3,3,3,1,NA,1,1,"AB","2017","",NA,NA,NA,1,1,NA,0,1,3,NA,NA
"169",1,"Economy/interest rates/Recession",1,"High school and above",1,NA,0,"NEPEAN","K2E6E5",1,2,1,4,3,NA,1,3,"ON","2017","3506008","2017",0.000492667934795515,222593,1,1,0.0492667934795515,0,1,1.33333333333333,NA,NA
"170",0,"Deficit/public debt",1,"High school and above",3,NA,0,"KIRKLAND","H9H3X8",2,3,2,3,3,NA,1,2,"QC","2017","2466102","2017",0.00183670679416941,1656,1,1,0.183670679416941,1,NA,2.33333333333333,NA,NA
"171",0,"Aboriginal Issues",0,"High school and above",4,NA,0,"CHATFIELD","R0C0N0",4,4,4,1,1,NA,1,2,"MB/SK","2017","4618037","2017",0.00743158400619602,48,1,1,0.743158400619602,0,NA,4,NA,NA
"172",1,"Poor government/leadership",0,"High school and above",4,"High income",0,"WAINWRIGHT","T9W1B8",1,2,3,4,3,NA,1,2,"AB","2017","4807054","2017",0.00154060437250439,1296,1,1,0.154060437250439,0,1,2,NA,NA
"173",0,"Poor government/leadership",1,"High school and above",4,"High income",0,"EDMONTON","T5E5K3",4,4,4,1,3,NA,2,2,"AB","2017","4811061","2017",0.000630241874397401,266931,2,0,0.0630241874397401,0,NA,4,NA,NA
"174",1,"Environment/pollution/climate change",0,"High school and above",3,NA,0,"BEAUMONT","T4X1T4",1,1,3,4,1,NA,1,4,"AB","2017","4811013","2017",0.00152089158172007,1650,1,1,0.152089158172007,0,1,1.66666666666667,NA,NA
"175",1,"Personal finances",1,"High school and above",4,"Low income",1,"MONTRAL","H2K2S3",3,4,4,3,3,NA,2,3,"QC","2017","2466023","2017",0.000698237313772013,409423,2,0,0.0698237313772013,1,1,3.66666666666667,NA,NA
"176",0,"Crime/law and order",1,"High school and above",4,"Low income",1,"SAINT-LIGUORI","J0K2X0",2,4,1,3,3,NA,1,3,"QC","2017","2463065","2017",0.00546353469987628,345,1,1,0.546353469987628,1,NA,2.33333333333333,NA,NA
"177",1,"Unemployment",1,"High school and above",4,"Median income",0,"GLACE BAY","B1A4W2",4,2,4,4,2,NA,1,4,"Atlantic","2017","1217030","2017",0.00185346754509784,13130,1,1,0.185346754509784,0,1,3.33333333333333,NA,NA
"178",NA,"Immigration/refugees/racial issues",0,"High school and above",4,NA,0,"NORTH YORK","M2N5X8",2,2,4,2,3,NA,2,1,"ON","2017","3520005","2017",0.000503020451719662,768033,2,0,0.0503020451719662,0,NA,2.66666666666667,NA,NA
"179",1,"Terrorism/Security",1,"University and above",2,"Median income",1,"JONQUIRE","G7S0H5",1,1,2,2,3,NA,2,2,"QC","2017","2494068","2017",0.00168479173287539,21665,2,0,0.168479173287539,1,1,1.33333333333333,NA,NA
"180",0,"Social issues/cuts to social programs/social safety net",0,"High school and above",4,"Low income",0,"BURLINGTON","L7P3R9",4,3,4,1,3,NA,1,4,"ON","2017","3524002","2017",0.00140495061931342,37845,1,1,0.140495061931342,0,NA,3.66666666666667,NA,NA
"181",0,"Crime/law and order",0,"University and above",3,"Median income",0,"VANCOUVER","V5K1J6",2,2,2,4,2,NA,1,3,"BC","2017","5915022","2017",0.000554615833894663,265258,1,1,0.0554615833894663,0,NA,2,NA,NA
"182",0,"Inflation/cost of living",0,"Less than high school",4,NA,0,"INNISFIL","L9S2M2",3,NA,2,3,3,NA,NA,NA,"ON","2017","3543017","2017",0.0020346767488591,6005,NA,NA,0.20346767488591,0,NA,2.5,NA,NA
"183",1,"Economy/interest rates/Recession",1,"High school and above",3,"High income",0,"SURREY","V3S7R4",1,2,2,3,2,NA,1,4,"BC","2017","5915004","2017",0.000936739076928393,181888,1,1,0.0936739076928393,0,1,1.66666666666667,NA,NA
"184",0,"Health-care",0,"High school and above",4,"Median income",0,"Red Deer","",4,2,4,3,1,NA,2,1,"AB","2017","",NA,NA,NA,2,0,NA,0,NA,3.33333333333333,NA,NA
"185",1,"Environment/pollution/climate change",0,"University and above",3,"High income",0,"OTTAWA","K1T3Y6",2,2,3,4,2,NA,1,4,"ON","2017","3506008","2017",0.000492667934795515,222593,1,1,0.0492667934795515,0,1,2.33333333333333,NA,NA
"186",1,"Unemployment",0,"High school and above",3,"High income",1,"LA PRAIRIE","J5R4T6",1,2,2,3,3,NA,2,3,"QC","2017","2467015","2017",0.00190745645982984,1650,2,0,0.190745645982984,1,1,1.66666666666667,NA,NA
"187",1,"Environment/pollution/climate change",1,"University and above",2,"Low income",0,"Halifax","",1,1,1,4,2,NA,1,4,"Atlantic","2017","",NA,NA,NA,1,1,NA,0,1,1,NA,NA
"188",1,"Other",0,"Less than high school",1,"High income",0,"WELLESLEY","N0B2T0",1,1,2,4,2,NA,2,3,"ON","2017","3530027","2017",0.0099699484221033,2220,2,0,0.99699484221033,0,1,1.33333333333333,NA,NA
"189",1,"Economy/interest rates/Recession",1,"University and above",4,"Low income",1,"MATANE","G4W1T2",3,2.5,3,3,3,NA,1,2,"QC","2017","2408053","2017",0.00258402740037979,2076,1,1,0.258402740037979,1,1,2.83333333333333,NA,NA
"190",1,"Economy/interest rates/Recession",0,"High school and above",1,NA,1,"MONTRAL","H1L6L2",1,1,2,3,2,NA,1,4,"QC","2017","2466023","2017",0.000698237313772013,409423,1,1,0.0698237313772013,1,1,1.33333333333333,NA,NA
"191",1,"Poor government/leadership",1,"University and above",3,"High income",0,"Ottawa-Hull","",1,1,2,3,1,NA,3,3,"ON","2017","",NA,NA,NA,3,NA,NA,0,1,1.33333333333333,NA,NA
"192",1,"Economy/interest rates/Recession",0,"High school and above",4,"High income",0,"OSHAWA","L1K2J5",1,1,1,4,2,NA,1,3,"ON","2017","3518013","2017",0.00124249614157703,14752,1,1,0.124249614157703,0,1,1,NA,NA
"193",NA,"Terrorism/Security",1,"High school and above",2,NA,0,"Montreal","",2,4,3,3,3,NA,NA,1,"QC","2017","",NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA
"194",0,"Poor government/leadership",1,"High school and above",9,NA,0,"UXBRIDGE","L9P1R4",NA,2,3,3,3,NA,2,2,"ON","2017","3518029","2017",0.00232761021600737,4550,2,0,0.232761021600737,0,NA,2.5,NA,NA
"195",NA,"Health-care",1,"University and above",3,"High income",0,"WINNIPEG","R3J1R3",1,1,1,4,3,NA,3,3,"MB/SK","2017","4611040","2017",0.000642316014737302,163982,3,NA,0.0642316014737302,0,NA,1,NA,NA
"196",1,"Unemployment",1,"University and above",4,NA,0,"BELLEVILLE","K8N2J3",1,1,1,4,2,NA,1,2,"ON","2017","3512005","2017",0.00170025860588574,5901,1,1,0.170025860588574,0,1,1,NA,NA
"197",0,"Environment/pollution/climate change",1,"University and above",3,"Low income",0,"SOOKE","V9Z1B7",1,1,1,4,3,NA,1,1,"BC","2017","5917054","2017",0.0023931212498373,260,1,1,0.23931212498373,0,NA,1,NA,NA
"198",0,"Personal finances",0,"Less than high school",4,"Low income",1,"SAINTE-THERESE","J7E1A1",3,4,4,4,2,NA,2,4,"QC","2017","2473010","2017",0.0020353638502353,1624,2,0,0.20353638502353,1,NA,3.66666666666667,NA,NA
"199",NA,"Poor government/leadership",0,"University and above",4,NA,1,"LAVALTRIE","J5T2E6",2,2,3,3,99,NA,3,3,"QC","2017","2452007","2017",0.00158256636404511,3290,3,NA,0.158256636404511,1,NA,2.33333333333333,NA,NA
"200",1,"Health-care",0,"High school and above",4,NA,0,"MAPLE RIDGE","V2X0G7",2,2,3,3,3,NA,1,4,"BC","2017","5915075","2017",0.00183688632903965,16350,1,1,0.183688632903965,0,1,2.33333333333333,NA,NA
"201",1,"Unemployment",1,"University and above",3,"Low income",0,"Montreal","",4,4,4,3,99,NA,1,2,"QC","2017","",NA,NA,NA,1,1,NA,1,1,4,NA,NA
"202",0,"Economy/interest rates/Recession",0,"High school and above",3,"High income",0,"BRAMPTON","L6X4R9",1,4,3,4,99,NA,2,3,"ON","2017","3521010","2017",0.000629770762249989,147830,2,0,0.0629770762249989,0,NA,2.66666666666667,NA,NA
"203",1,"None",1,"High school and above",3,"High income",0,"NEW NORWAY","T0B3L0",2,3,2,3,3,NA,2,1,"AB","2017","4810008",NA,NA,NA,2,0,NA,0,1,2.33333333333333,NA,NA
"204",1,"Education Issues",0,"University and above",3,"Median income",0,"WEST VANCOUVER","V7T1A9",2,2,2,3,3,NA,2,2,"BC","2017","5915055","2017",0.000750611722518036,4964,2,0,0.0750611722518036,0,1,2,NA,NA
"205",0,"DK/NA",0,"High school and above",4,"Low income",1,"QUBEC","G1N2H4",3,NA,4,2,3,NA,2,3,"QC","2017","2423027","2017",0.000955383620640716,103260,2,0,0.0955383620640716,1,NA,3.5,NA,NA
"206",1,"Immigration/refugees/racial issues",1,"High school and above",1,"High income",1,"QUEBEC","G1H4B6",4,4,4,1,3,NA,2,1,"QC","2017","2423027","2017",0.000955383620640716,103260,2,0,0.0955383620640716,1,1,4,NA,NA
"207",0,"Personal finances",0,"High school and above",4,"Low income",1,"MATANE","G4W9B9",4,2,3,3,1,NA,1,3,"QC","2017","2408053","2017",0.00258402740037979,2076,1,1,0.258402740037979,1,NA,3,NA,NA
"208",1,"Inflation/cost of living",0,"High school and above",3,"Low income",0,"SURREY","V3S3K5",3,2,4,2,3,NA,1,3,"BC","2017","5915004","2017",0.000936739076928393,181888,1,1,0.0936739076928393,0,1,3,NA,NA
"209",1,"Other",0,"University and above",3,NA,1,"QUBEC","G3K2N8",2,2,2,4,1,NA,1,2,"QC","2017","2423027","2017",0.000955383620640716,103260,1,1,0.0955383620640716,1,1,2,NA,NA
"210",1,"Health-care",0,"High school and above",4,"Low income",1,"PINTENDRE","G6C1P9",3,2.5,4,4,3,NA,2,2,"QC","2017","2425213","2017",0.00172157417090969,34088,2,0,0.172157417090969,1,1,3.16666666666667,NA,NA
"211",1,"Deficit/public debt",0,"University and above",3,"High income",0,"MISSISSAUGA","L5V1Y7",3,3,3,2,3,NA,3,2,"ON","2017","3521005","2017",0.000989727279455907,158470,3,NA,0.0989727279455907,0,1,3,NA,NA
"212",1,"DK/NA",1,"University and above",4,"Median income",1,"GATINEAU","J8T5T9",4,3,4,2,2,NA,1,3,"QC","2017","2481017","2017",0.000908471901829058,32928,1,1,0.0908471901829058,1,1,3.66666666666667,NA,NA
"213",0,"Health-care",0,"High school and above",4,"Median income",0,"RENEWS","A0A2G0",1,3,1,4,1,NA,1,2,"Atlantic","2017","1001140",NA,NA,NA,1,1,NA,0,NA,1.66666666666667,NA,NA
"214",1,"Unemployment",0,"University and above",4,"Low income",0,"OSHAWA","L1H8B7",1,3,3,4,1,NA,2,1,"ON","2017","3518013","2017",0.00124249614157703,14752,2,0,0.124249614157703,0,1,2.33333333333333,NA,NA
"215",1,"Immigration/refugees/racial issues",1,"University and above",3,"High income",0,"Edmonton","",1,4,4,2,3,NA,2,4,"AB","2017","",NA,NA,NA,2,0,NA,0,1,3,NA,NA
"216",0,"Other",0,"High school and above",4,"Low income",0,"EDMONTON","T6L3C5",3,3,4,1,3,NA,3,1,"AB","2017","4811061","2017",0.000630241874397401,266931,3,NA,0.0630241874397401,0,NA,3.33333333333333,NA,NA
"217",0,"Other",1,"University and above",3,"Low income",0,"BEDFORD","B4A1N3",1,1,1,4,1,NA,3,NA,"Atlantic","2017","1209034","2017",0.000781827778883581,85956,3,NA,0.0781827778883581,0,NA,1,NA,NA
"218",1,"Donald Trump/US politics/US policy",1,"University and above",3,"High income",0,"KITCHENER","N2K4N4",2,2,1,4,2,NA,2,4,"ON","2017","3530013","2017",0.00118942435554282,35540,2,0,0.118942435554282,0,1,1.66666666666667,NA,NA
"219",1,"Poor government/leadership",1,"University and above",2,"Median income",0,"Toronto","",1,3,1,4,2,NA,1,3,"ON","2017","",NA,NA,NA,1,1,NA,0,1,1.66666666666667,NA,NA
"220",0,"Unemployment",1,"Less than high school",4,"Low income",0,"CORNWALL","K6J2W9",4,4,4,3,3,NA,NA,4,"ON","2017","3501012","2017",0.00159086219956891,5104,NA,NA,0.159086219956891,0,NA,4,NA,NA
"221",1,"Health-care",1,"High school and above",3,"High income",0,"LABRADOR CITY","A2V1Y1",4,3,3,2,3,NA,2,2,"Atlantic","2017","1010032","2017",0.000660402598721084,420,2,0,0.0660402598721084,0,1,3.33333333333333,NA,NA
